radius depth density Vs Qmu
6.2667e+06 1.0435e+05 3.3378e+03 4.4717e+03 7.0000e+01
6.2727e+06 9.8261e+04 3.3328e+03 4.4739e+03 7.0000e+01
6.2788e+06 9.2174e+04 3.3280e+03 4.4767e+03 7.0000e+01
6.2849e+06 8.6087e+04 3.3234e+03 4.4802e+03 7.0000e+01
6.2910e+06 8.0000e+04 3.3190e+03 4.4843e+03 7.0000e+01
6.2910e+06 8.0000e+04 3.3190e+03 4.4844e+03 1.9100e+02
6.2950e+06 7.6029e+04 3.3163e+03 4.4874e+03 1.9100e+02
6.2989e+06 7.2057e+04 3.3138e+03 4.4909e+03 1.9100e+02
6.3029e+06 6.8086e+04 3.3113e+03 4.4946e+03 1.9100e+02
6.3069e+06 6.4114e+04 3.3090e+03 4.4986e+03 1.9100e+02
6.3109e+06 6.0143e+04 3.3067e+03 4.5029e+03 1.9100e+02
6.3148e+06 5.6171e+04 3.3046e+03 4.5075e+03 1.9100e+02
6.3188e+06 5.2200e+04 3.3025e+03 4.5125e+03 1.9100e+02
6.3228e+06 4.8229e+04 3.3006e+03 4.5176e+03 1.9100e+02
6.3267e+06 4.4257e+04 3.2986e+03 4.5231e+03 1.9100e+02
6.3307e+06 4.0286e+04 3.2968e+03 4.5289e+03 1.9100e+02
6.3347e+06 3.6314e+04 3.2950e+03 4.5349e+03 1.9100e+02
6.3387e+06 3.2343e+04 3.2932e+03 4.5412e+03 1.9100e+02
6.3426e+06 2.8371e+04 3.2915e+03 4.5477e+03 1.9100e+02
6.3466e+06 2.4400e+04 3.2898e+03 4.5544e+03 1.9100e+02
6.3466e+06 2.4400e+04 2.9000e+03 3.9000e+03 3.0000e+02
6.3475e+06 2.3460e+04 2.9000e+03 3.9000e+03 3.0000e+02
6.3485e+06 2.2520e+04 2.9000e+03 3.9000e+03 3.0000e+02
6.3494e+06 2.1580e+04 2.9000e+03 3.9000e+03 3.0000e+02
6.3504e+06 2.0640e+04 2.9000e+03 3.9000e+03 3.0000e+02
6.3513e+06 1.9700e+04 2.9000e+03 3.9000e+03 3.0000e+02
6.3522e+06 1.8760e+04 2.9000e+03 3.9000e+03 3.0000e+02
6.3532e+06 1.7820e+04 2.9000e+03 3.9000e+03 3.0000e+02
6.3541e+06 1.6880e+04 2.9000e+03 3.9000e+03 3.0000e+02
6.3551e+06 1.5940e+04 2.9000e+03 3.9000e+03 3.0000e+02
6.3560e+06 1.5000e+04 2.9000e+03 3.9000e+03 3.0000e+02
6.3560e+06 1.5000e+04 2.6000e+03 3.2000e+03 3.0000e+02
6.3572e+06 1.3800e+04 2.6000e+03 3.2000e+03 3.0000e+02
6.3584e+06 1.2600e+04 2.6000e+03 3.2000e+03 3.0000e+02
6.3596e+06 1.1400e+04 2.6000e+03 3.2000e+03 3.0000e+02
6.3608e+06 1.0200e+04 2.6000e+03 3.2000e+03 3.0000e+02
6.3620e+06 9.0000e+03 2.6000e+03 3.2000e+03 3.0000e+02
6.3632e+06 7.8000e+03 2.6000e+03 3.2000e+03 3.0000e+02
6.3644e+06 6.6000e+03 2.6000e+03 3.2000e+03 3.0000e+02
6.3656e+06 5.4000e+03 2.6000e+03 3.2000e+03 3.0000e+02
6.3668e+06 4.2000e+03 2.6000e+03 3.2000e+03 3.0000e+02
6.3680e+06 3.0000e+03 2.6000e+03 3.2000e+03 3.0000e+02
6.3680e+06 2.9999e+03 1.0200e+03 0.0000e+00 0.0000e+00
6.3683e+06 2.7000e+03 1.0200e+03 0.0000e+00 0.0000e+00
6.3686e+06 2.4000e+03 1.0200e+03 0.0000e+00 0.0000e+00
6.3689e+06 2.1000e+03 1.0200e+03 0.0000e+00 0.0000e+00
6.3692e+06 1.8000e+03 1.0200e+03 0.0000e+00 0.0000e+00
6.3695e+06 1.5000e+03 1.0200e+03 0.0000e+00 0.0000e+00
6.3698e+06 1.2000e+03 1.0200e+03 0.0000e+00 0.0000e+00
6.3701e+06 9.0000e+02 1.0200e+03 0.0000e+00 0.0000e+00
6.3704e+06 6.0000e+02 1.0200e+03 0.0000e+00 0.0000e+00
6.3707e+06 3.0000e+02 1.0200e+03 0.0000e+00 0.0000e+00
6.3710e+06 0.0000e+00 1.0200e+03 0.0000e+00 0.0000e+00
